ODB Name,Step,Frame,Part Instance Name,    Node Label,X,Y,Z,Section Name,Material Name,Section Point,   COORD-COOR1,   COORD-COOR2,   COORD-COOR3,          U-U1,       S-Mises
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          4597,   7.07107E-03,   7.07107E-03,   350.000E-03,NA,NA,"",  10.00000E-03,            0.,   350.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          4795,   5.87785E-03,   8.09017E-03,   362.500E-03,NA,NA,"",  10.00000E-03,   867.362E-21,   362.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          4761,   7.07107E-03,   7.07107E-03,   362.500E-03,NA,NA,"",  10.00000E-03,            0.,   362.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          4925,   7.07107E-03,   7.07107E-03,      375.E-03,NA,NA,"",  10.00000E-03,            0.,      375.E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          4959,   5.87785E-03,   8.09017E-03,      375.E-03,NA,NA,"",  10.00000E-03,   867.362E-21,      375.E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          5123,   5.87785E-03,   8.09017E-03,   387.500E-03,NA,NA,"",  10.00000E-03,   867.362E-21,   387.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          5089,   7.07107E-03,   7.07107E-03,   387.500E-03,NA,NA,"",  10.00000E-03,            0.,   387.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          5287,   5.87785E-03,   8.09017E-03,   400.000E-03,NA,NA,"",  10.00000E-03,   867.362E-21,   400.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          5253,   7.07107E-03,   7.07107E-03,   400.000E-03,NA,NA,"",  10.00000E-03,            0.,   400.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          5451,   5.87785E-03,   8.09017E-03,   412.500E-03,NA,NA,"",  10.00000E-03,   867.362E-21,   412.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          5417,   7.07107E-03,   7.07107E-03,   412.500E-03,NA,NA,"",  10.00000E-03,            0.,   412.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          5615,   5.87785E-03,   8.09017E-03,   425.000E-03,NA,NA,"",  10.00000E-03,   867.362E-21,   425.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          5581,   7.07107E-03,   7.07107E-03,   425.000E-03,NA,NA,"",  10.00000E-03,            0.,   425.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          5745,   7.07107E-03,   7.07107E-03,     437.5E-03,NA,NA,"",  10.00000E-03,            0.,     437.5E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          5779,   5.87785E-03,   8.09017E-03,     437.5E-03,NA,NA,"",  10.00000E-03,   867.362E-21,     437.5E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          5943,   5.87785E-03,   8.09017E-03,   450.000E-03,NA,NA,"",  10.00000E-03,   867.362E-21,   450.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          5909,   7.07107E-03,   7.07107E-03,   450.000E-03,NA,NA,"",  10.00000E-03,            0.,   450.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6107,   5.87785E-03,   8.09017E-03,   462.500E-03,NA,NA,"",  10.00000E-03,   867.362E-21,   462.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6073,   7.07107E-03,   7.07107E-03,   462.500E-03,NA,NA,"",  10.00000E-03,            0.,   462.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6271,   5.87785E-03,   8.09017E-03,   475.000E-03,NA,NA,"",  10.00000E-03,   867.362E-21,   475.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6237,   7.07107E-03,   7.07107E-03,   475.000E-03,NA,NA,"",  10.00000E-03,            0.,   475.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6435,   5.87785E-03,   8.09017E-03,   487.500E-03,NA,NA,"",  10.00000E-03,   867.362E-21,   487.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6401,   7.07107E-03,   7.07107E-03,   487.500E-03,NA,NA,"",  10.00000E-03,            0.,   487.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6565,   7.07107E-03,   7.07107E-03,      500.E-03,NA,NA,"",  10.00000E-03,            0.,      500.E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6599,   5.87785E-03,   8.09017E-03,      500.E-03,NA,NA,"",  10.00000E-03,   867.362E-21,      500.E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6763,   5.87785E-03,   8.09017E-03,   512.500E-03,NA,NA,"",  10.00000E-03,   867.362E-21,   512.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6729,   7.07107E-03,   7.07107E-03,   512.500E-03,NA,NA,"",  10.00000E-03,            0.,   512.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6927,   5.87785E-03,   8.09017E-03,   525.000E-03,NA,NA,"",  10.00000E-03,   867.362E-21,   525.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6893,   7.07107E-03,   7.07107E-03,   525.000E-03,NA,NA,"",  10.00000E-03,            0.,   525.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7091,   5.87785E-03,   8.09017E-03,   537.500E-03,NA,NA,"",  10.00000E-03,   867.362E-21,   537.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7057,   7.07107E-03,   7.07107E-03,   537.500E-03,NA,NA,"",  10.00000E-03,            0.,   537.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7255,   5.87785E-03,   8.09017E-03,   550.000E-03,NA,NA,"",  10.00000E-03,   867.362E-21,   550.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7221,   7.07107E-03,   7.07107E-03,   550.000E-03,NA,NA,"",  10.00000E-03,            0.,   550.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7385,   7.07107E-03,   7.07107E-03,     562.5E-03,NA,NA,"",  10.00000E-03,            0.,     562.5E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7419,   5.87785E-03,   8.09017E-03,     562.5E-03,NA,NA,"",  10.00000E-03,   867.362E-21,     562.5E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7583,   5.87785E-03,   8.09017E-03,   575.000E-03,NA,NA,"",  10.00000E-03,   867.362E-21,   575.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7549,   7.07107E-03,   7.07107E-03,   575.000E-03,NA,NA,"",  10.00000E-03,            0.,   575.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7747,   5.87785E-03,   8.09017E-03,   587.500E-03,NA,NA,"",  10.00000E-03,   867.362E-21,   587.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7713,   7.07107E-03,   7.07107E-03,   587.500E-03,NA,NA,"",  10.00000E-03,            0.,   587.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7911,   5.87785E-03,   8.09017E-03,   600.000E-03,NA,NA,"",  10.00000E-03,   867.362E-21,   600.000E-03,            0.,            0.
