ODB Name,Step,Frame,Part Instance Name,    Node Label,X,Y,Z,Section Name,Material Name,Section Point,   COORD-COOR1,   COORD-COOR2,   COORD-COOR3,          U-U1,       S-Mises
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6399,  -3.50742E-03,  -3.56342E-03,   487.500E-03,NA,NA,"",   5.00000E-03,            0.,   487.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6563,  -3.50742E-03,  -3.56342E-03,      500.E-03,NA,NA,"",   5.00000E-03,            0.,      500.E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6622,  -2.92791E-03,  -4.05307E-03,      500.E-03,NA,NA,"",   5.00000E-03,            0.,      500.E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6786,  -2.92791E-03,  -4.05307E-03,   512.500E-03,NA,NA,"",   5.00000E-03,            0.,   512.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6727,  -3.50742E-03,  -3.56342E-03,   512.500E-03,NA,NA,"",   5.00000E-03,            0.,   512.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6950,  -2.92791E-03,  -4.05307E-03,   525.000E-03,NA,NA,"",   5.00000E-03,            0.,   525.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          6891,  -3.50742E-03,  -3.56342E-03,   525.000E-03,NA,NA,"",   5.00000E-03,            0.,   525.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7114,  -2.92791E-03,  -4.05307E-03,   537.500E-03,NA,NA,"",   5.00000E-03,            0.,   537.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7055,  -3.50742E-03,  -3.56342E-03,   537.500E-03,NA,NA,"",   5.00000E-03,            0.,   537.500E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7278,  -2.92791E-03,  -4.05307E-03,   550.000E-03,NA,NA,"",   5.00000E-03,            0.,   550.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7219,  -3.50742E-03,  -3.56342E-03,   550.000E-03,NA,NA,"",   5.00000E-03,            0.,   550.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7383,  -3.50742E-03,  -3.56342E-03,     562.5E-03,NA,NA,"",   5.00000E-03,            0.,     562.5E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7442,  -2.92791E-03,  -4.05307E-03,     562.5E-03,NA,NA,"",   5.00000E-03,            0.,     562.5E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7606,  -2.92791E-03,  -4.05307E-03,   575.000E-03,NA,NA,"",   5.00000E-03,            0.,   575.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7547,  -3.50742E-03,  -3.56342E-03,   575.000E-03,NA,NA,"",   5.00000E-03,            0.,   575.000E-03,            0.,            0.
C:/ALETube/PressureUpdate/LargeStep/DeformErode/JobErode.odb,Step-1,Increment      0: Step Time =,    0.000,"TUBE-1",          7770,  -2.92791E-03,  -4.05307E-03,   587.500E-03,NA,NA,"",   5.00000E-03,            0.,   587.500E-03,            0.,            0.
