 Increment           1
  5.1290598E-03 -0.4484340       1.865250       18330.00    
  5.1292018E-03 -0.4484340       1.872462       18330.00    
  5.1293056E-03 -0.4484340       1.877741       18453.00    
  5.1294477E-03 -0.4484340       1.884952       18453.00    
  5.1295515E-03 -0.4484340       1.890231       18576.00    
  5.1296935E-03 -0.4484340       1.897442       18576.00    
  5.1297974E-03 -0.4484340       1.902721       18699.00    
  5.1299389E-03 -0.4484340       1.909932       18699.00    
  5.1300433E-03 -0.4484340       1.915211       18822.00    
  5.1301848E-03 -0.4484340       1.922422       18822.00    
  5.1302887E-03 -0.4484340       1.927701       18945.00    
  5.1304307E-03 -0.4484340       1.934912       18945.00    
  5.1305345E-03 -0.4484340       1.940191       19068.00    
  5.1306770E-03 -0.4484340       1.947402       19068.00    
  5.1307809E-03 -0.4484340       1.952681       19191.00    
  5.1309220E-03 -0.4484340       1.959892       19191.00    
  5.1310253E-03 -0.4484340       1.965170       19314.00    
  5.1311664E-03 -0.4484340       1.972381       19314.00    
  5.1312735E-03 -0.4484340       1.977660       19437.00    
  5.1314249E-03 -0.4484340       1.984872       19437.00    
  5.1314984E-03 -0.4484340       1.990150       19560.00    
  5.1315478E-03 -0.4484340       1.997361       19560.00    
 Increment           6
  5.1593091E-03 -0.4484339      3.8774861E-03   3.000000    
  5.1579545E-03 -0.4484338      1.1000227E-02   3.000000    
  5.1575229E-03 -0.4484338      1.6248781E-02   126.0000    
  5.1576993E-03 -0.4484338      2.3465358E-02   126.0000    
  5.1578297E-03 -0.4484338      2.8748333E-02   249.0000    
  5.1580099E-03 -0.4484338      3.5965119E-02   249.0000    
  5.1581427E-03 -0.4484338      4.1248139E-02   372.0000    
  5.1583261E-03 -0.4484338      4.8464842E-02   372.0000    
  5.1584598E-03 -0.4484338      5.3747814E-02   495.0000    
  5.1586418E-03 -0.4484338      6.0964465E-02   495.0000    
  5.1587750E-03 -0.4484338      6.6247404E-02   618.0000    
  5.1589571E-03 -0.4484338      7.3464006E-02   618.0000    
  5.1590907E-03 -0.4484338      7.8746907E-02   741.0000    
  5.1592728E-03 -0.4484338      8.5963458E-02   741.0000    
  5.1594060E-03 -0.4484338      9.1246314E-02   864.0000    
  5.1595881E-03 -0.4484338      9.8462820E-02   864.0000    
  5.1597217E-03 -0.4484338      0.1037456       987.0000    
  5.1599038E-03 -0.4484338      0.1109621       987.0000    
  5.1600370E-03 -0.4484338      0.1162449       1110.000    
  5.1602190E-03 -0.4484338      0.1234613       1110.000    
  5.1603522E-03 -0.4484338      0.1287440       1233.000    
  5.1605348E-03 -0.4484339      0.1359604       1233.000    
  5.1606679E-03 -0.4484339      0.1412431       1356.000    
  5.1608500E-03 -0.4484339      0.1484594       1356.000    
  5.1609832E-03 -0.4484339      0.1537421       1479.000    
  5.1611653E-03 -0.4484339      0.1609583       1479.000    
  5.1612989E-03 -0.4484339      0.1662410       1602.000    
  5.1614810E-03 -0.4484339      0.1734572       1602.000    
  5.1616142E-03 -0.4484339      0.1787398       1725.000    
  5.1617962E-03 -0.4484339      0.1859559       1725.000    
  5.1619294E-03 -0.4484339      0.1912385       1848.000    
  5.1621115E-03 -0.4484339      0.1984546       1848.000    
  5.1622451E-03 -0.4484339      0.2037371       1971.000    
  5.1624272E-03 -0.4484339      0.2109532       1971.000    
  5.1625604E-03 -0.4484339      0.2162357       2094.000    
  5.1627425E-03 -0.4484339      0.2234517       2094.000    
  5.1628756E-03 -0.4484339      0.2287341       2217.000    
  5.1630577E-03 -0.4484339      0.2359501       2217.000    
  5.1631914E-03 -0.4484339      0.2412325       2340.000    
  5.1633734E-03 -0.4484339      0.2484484       2340.000    
  5.1635066E-03 -0.4484339      0.2537308       2463.000    
  5.1636887E-03 -0.4484339      0.2609466       2463.000    
  5.1638219E-03 -0.4484339      0.2662289       2586.000    
  5.1640039E-03 -0.4484339      0.2734447       2586.000    
  5.1641371E-03 -0.4484339      0.2787271       2709.000    
  5.1643192E-03 -0.4484339      0.2859428       2709.000    
  5.1644528E-03 -0.4484339      0.2912251       2832.000    
  5.1646349E-03 -0.4484339      0.2984408       2832.000    
  5.1647681E-03 -0.4484339      0.3037230       2955.000    
  5.1649502E-03 -0.4484339      0.3109387       2955.000    
  5.1650833E-03 -0.4484339      0.3162208       3078.000    
  5.1652654E-03 -0.4484339      0.3234364       3078.000    
  5.1653986E-03 -0.4484339      0.3287186       3201.000    
  5.1655807E-03 -0.4484339      0.3359342       3201.000    
  5.1657138E-03 -0.4484339      0.3412163       3324.000    
  5.1658959E-03 -0.4484339      0.3484318       3324.000    
  5.1660291E-03 -0.4484339      0.3537139       3447.000    
  5.1662112E-03 -0.4484339      0.3609293       3447.000    
  5.1663443E-03 -0.4484339      0.3662114       3570.000    
  5.1665264E-03 -0.4484339      0.3734268       3570.000    
  5.1666601E-03 -0.4484339      0.3787088       3693.000    
  5.1668417E-03 -0.4484339      0.3859241       3693.000    
  5.1669753E-03 -0.4484339      0.3912061       3816.000    
  5.1671574E-03 -0.4484339      0.3984214       3816.000    
  5.1672906E-03 -0.4484339      0.4037033       3939.000    
  5.1674726E-03 -0.4484339      0.4109186       3939.000    
  5.1676058E-03 -0.4484339      0.4162005       4062.000    
  5.1677879E-03 -0.4484339      0.4234157       4062.000    
  5.1679211E-03 -0.4484339      0.4286976       4185.000    
  5.1681031E-03 -0.4484339      0.4359127       4185.000    
  5.1682363E-03 -0.4484339      0.4411945       4308.000    
  5.1684184E-03 -0.4484339      0.4484096       4308.000    
  5.1685516E-03 -0.4484339      0.4536914       4431.000    
  5.1687337E-03 -0.4484339      0.4609065       4431.000    
  5.1688668E-03 -0.4484339      0.4661882       4554.000    
  5.1690489E-03 -0.4484339      0.4734032       4554.000    
  5.1691821E-03 -0.4484339      0.4786849       4677.000    
  5.1693642E-03 -0.4484339      0.4858999       4677.000    
  5.1694973E-03 -0.4484339      0.4911816       4800.000    
  5.1696789E-03 -0.4484339      0.4983965       4800.000    
  5.1698126E-03 -0.4484339      0.5036781       4923.000    
  5.1699942E-03 -0.4484339      0.5108929       4923.000    
  5.1701278E-03 -0.4484339      0.5161746       5046.000    
  5.1703095E-03 -0.4484339      0.5233893       5046.000    
  5.1704426E-03 -0.4484339      0.5286709       5169.000    
  5.1706247E-03 -0.4484339      0.5358857       5169.000    
  5.1707579E-03 -0.4484339      0.5411673       5292.000    
  5.1709400E-03 -0.4484339      0.5483819       5292.000    
  5.1710731E-03 -0.4484339      0.5536634       5415.000    
  5.1712552E-03 -0.4484339      0.5608780       5415.000    
  5.1713884E-03 -0.4484339      0.5661595       5538.000    
  5.1715705E-03 -0.4484339      0.5733741       5538.000    
  5.1717036E-03 -0.4484339      0.5786555       5661.000    
  5.1718857E-03 -0.4484339      0.5858701       5661.000    
  5.1720189E-03 -0.4484339      0.5911515       5784.000    
  5.1722005E-03 -0.4484339      0.5983660       5784.000    
  5.1723337E-03 -0.4484339      0.6036474       5907.000    
  5.1725158E-03 -0.4484339      0.6108618       5907.000    
  5.1726489E-03 -0.4484339      0.6161431       6030.000    
  5.1728310E-03 -0.4484339      0.6233575       6030.000    
  5.1729642E-03 -0.4484339      0.6286387       6153.000    
  5.1731463E-03 -0.4484339      0.6358531       6153.000    
  5.1732794E-03 -0.4484339      0.6411343       6276.000    
  5.1734610E-03 -0.4484339      0.6483486       6276.000    
  5.1735942E-03 -0.4484339      0.6536298       6399.000    
  5.1737763E-03 -0.4484339      0.6608441       6399.000    
  5.1739095E-03 -0.4484339      0.6661253       6522.000    
  5.1740916E-03 -0.4484339      0.6733395       6522.000    
  5.1742247E-03 -0.4484339      0.6786206       6645.000    
  5.1744063E-03 -0.4484339      0.6858348       6645.000    
  5.1745395E-03 -0.4484339      0.6911159       6768.000    
  5.1747216E-03 -0.4484339      0.6983299       6768.000    
  5.1748548E-03 -0.4484339      0.7036110       6891.000    
  5.1750368E-03 -0.4484339      0.7108250       6891.000    
  5.1751700E-03 -0.4484339      0.7161061       7014.000    
  5.1753516E-03 -0.4484339      0.7233201       7014.000    
  5.1754848E-03 -0.4484339      0.7286010       7137.000    
  5.1756669E-03 -0.4484339      0.7358150       7137.000    
  5.1758001E-03 -0.4484339      0.7410960       7260.000    
  5.1759821E-03 -0.4484339      0.7483099       7260.000    
  5.1761153E-03 -0.4484339      0.7535908       7383.000    
  5.1762969E-03 -0.4484339      0.7608046       7383.000    
  5.1764301E-03 -0.4484339      0.7660854       7506.000    
  5.1766122E-03 -0.4484339      0.7732993       7506.000    
  5.1767454E-03 -0.4484339      0.7785801       7629.000    
  5.1769270E-03 -0.4484339      0.7857938       7629.000    
  5.1770601E-03 -0.4484339      0.7910747       7752.000    
  5.1772422E-03 -0.4484339      0.7982883       7752.000    
  5.1773754E-03 -0.4484339      0.8035691       7875.000    
  5.1775570E-03 -0.4484339      0.8107828       7875.000    
  5.1776902E-03 -0.4484339      0.8160635       7998.000    
  5.1778723E-03 -0.4484339      0.8232771       7998.000    
  5.1780054E-03 -0.4484339      0.8285578       8121.000    
  5.1781870E-03 -0.4484339      0.8357713       8121.000    
  5.1783202E-03 -0.4484339      0.8410520       8244.000    
  5.1785023E-03 -0.4484339      0.8482655       8244.000    
  5.1786355E-03 -0.4484339      0.8535461       8367.000    
  5.1788171E-03 -0.4484339      0.8607596       8367.000    
  5.1789503E-03 -0.4484339      0.8660402       8490.000    
  5.1791323E-03 -0.4484339      0.8732536       8490.000    
  5.1792650E-03 -0.4484339      0.8785341       8613.000    
  5.1794471E-03 -0.4484339      0.8857474       8613.000    
  5.1795803E-03 -0.4484339      0.8910279       8736.000    
  5.1797619E-03 -0.4484339      0.8982412       8736.000    
  5.1798951E-03 -0.4484339      0.9035217       8859.000    
  5.1800772E-03 -0.4484339      0.9107350       8859.000    
  5.1802103E-03 -0.4484339      0.9160154       8982.000    
  5.1803919E-03 -0.4484339      0.9232286       8982.000    
  5.1805251E-03 -0.4484339      0.9285091       9105.000    
  5.1807067E-03 -0.4484339      0.9357222       9105.000    
  5.1808399E-03 -0.4484339      0.9410025       9228.000    
  5.1810220E-03 -0.4484339      0.9482157       9228.000    
  5.1811552E-03 -0.4484339      0.9534960       9351.000    
  5.1813368E-03 -0.4484339      0.9607090       9351.000    
  5.1814700E-03 -0.4484339      0.9659893       9474.000    
  5.1816516E-03 -0.4484339      0.9732023       9474.000    
  5.1817847E-03 -0.4484339      0.9784826       9597.000    
  5.1819668E-03 -0.4484339      0.9856955       9597.000    
  5.1820995E-03 -0.4484339      0.9909757       9720.000    
  5.1822816E-03 -0.4484339      0.9981887       9720.000    
  5.1824148E-03 -0.4484339       1.003469       9843.000    
  5.1825964E-03 -0.4484339       1.010682       9843.000    
  5.1827296E-03 -0.4484339       1.015962       9966.000    
  5.1829112E-03 -0.4484339       1.023175       9966.000    
  5.1830444E-03 -0.4484339       1.028455       10089.00    
  5.1832264E-03 -0.4484339       1.035668       10089.00    
  5.1833591E-03 -0.4484339       1.040948       10212.00    
  5.1835412E-03 -0.4484339       1.048160       10212.00    
  5.1836744E-03 -0.4484339       1.053440       10335.00    
  5.1838560E-03 -0.4484339       1.060653       10335.00    
  5.1839892E-03 -0.4484339       1.065933       10458.00    
  5.1841708E-03 -0.4484339       1.073146       10458.00    
  5.1843040E-03 -0.4484339       1.078426       10581.00    
  5.1844856E-03 -0.4484339       1.085638       10581.00    
  5.1846188E-03 -0.4484339       1.090918       10704.00    
  5.1848004E-03 -0.4484339       1.098131       10704.00    
  5.1849335E-03 -0.4484339       1.103410       10827.00    
  5.1851152E-03 -0.4484339       1.110623       10827.00    
  5.1852483E-03 -0.4484339       1.115903       10950.00    
  5.1854304E-03 -0.4484339       1.123115       10950.00    
  5.1855631E-03 -0.4484339       1.128395       11073.00    
  5.1857452E-03 -0.4484339       1.135607       11073.00    
  5.1858779E-03 -0.4484339       1.140887       11196.00    
  5.1860600E-03 -0.4484339       1.148099       11196.00    
  5.1861927E-03 -0.4484339       1.153379       11319.00    
  5.1863748E-03 -0.4484339       1.160591       11319.00    
  5.1865075E-03 -0.4484339       1.165871       11442.00    
  5.1866896E-03 -0.4484339       1.173083       11442.00    
  5.1868223E-03 -0.4484339       1.178363       11565.00    
  5.1870043E-03 -0.4484339       1.185575       11565.00    
  5.1871371E-03 -0.4484339       1.190855       11688.00    
  5.1873191E-03 -0.4484339       1.198067       11688.00    
  5.1874518E-03 -0.4484339       1.203346       11811.00    
  5.1876339E-03 -0.4484339       1.210559       11811.00    
  5.1877666E-03 -0.4484339       1.215838       11934.00    
  5.1879487E-03 -0.4484339       1.223050       11934.00    
  5.1880814E-03 -0.4484339       1.228330       12057.00    
  5.1882635E-03 -0.4484339       1.235542       12057.00    
  5.1883962E-03 -0.4484339       1.240821       12180.00    
  5.1885778E-03 -0.4484339       1.248033       12180.00    
  5.1887110E-03 -0.4484340       1.253312       12303.00    
  5.1888926E-03 -0.4484340       1.260524       12303.00    
  5.1890258E-03 -0.4484340       1.265804       12426.00    
  5.1892074E-03 -0.4484340       1.273016       12426.00    
  5.1893406E-03 -0.4484340       1.278295       12549.00    
  5.1895222E-03 -0.4484340       1.285507       12549.00    
  5.1896553E-03 -0.4484340       1.290786       12672.00    
  5.1898370E-03 -0.4484340       1.297998       12672.00    
  5.1899701E-03 -0.4484340       1.303277       12795.00    
  5.1901517E-03 -0.4484340       1.310489       12795.00    
  5.1902845E-03 -0.4484340       1.315768       12918.00    
  5.1904665E-03 -0.4484340       1.322980       12918.00    
  5.1905992E-03 -0.4484340       1.328259       13041.00    
  5.1907809E-03 -0.4484340       1.335470       13041.00    
  5.1909140E-03 -0.4484340       1.340750       13164.00    
  5.1910956E-03 -0.4484340       1.347961       13164.00    
  5.1912288E-03 -0.4484340       1.353240       13287.00    
  5.1914104E-03 -0.4484340       1.360452       13287.00    
  5.1915436E-03 -0.4484340       1.365731       13410.00    
  5.1917252E-03 -0.4484340       1.372942       13410.00    
  5.1918579E-03 -0.4484340       1.378222       13533.00    
  5.1920395E-03 -0.4484340       1.385433       13533.00    
  5.1921727E-03 -0.4484340       1.390712       13656.00    
  5.1923543E-03 -0.4484340       1.397923       13656.00    
  5.1924875E-03 -0.4484340       1.403202       13779.00    
  5.1926691E-03 -0.4484340       1.410414       13779.00    
  5.1928018E-03 -0.4484340       1.415692       13902.00    
  5.1929839E-03 -0.4484340       1.422904       13902.00    
  5.1931166E-03 -0.4484340       1.428183       14025.00    
  5.1932982E-03 -0.4484340       1.435394       14025.00    
  5.1934314E-03 -0.4484340       1.440673       14148.00    
  5.1936130E-03 -0.4484340       1.447884       14148.00    
  5.1937457E-03 -0.4484340       1.453163       14271.00    
  5.1939273E-03 -0.4484340       1.460374       14271.00    
  5.1940605E-03 -0.4484340       1.465653       14394.00    
  5.1942421E-03 -0.4484340       1.472864       14394.00    
  5.1943753E-03 -0.4484340       1.478142       14517.00    
  5.1945569E-03 -0.4484340       1.485353       14517.00    
  5.1946896E-03 -0.4484340       1.490632       14640.00    
  5.1948712E-03 -0.4484340       1.497843       14640.00    
  5.1950044E-03 -0.4484340       1.503122       14763.00    
  5.1951860E-03 -0.4484340       1.510333       14763.00    
  5.1953187E-03 -0.4484340       1.515612       14886.00    
  5.1955003E-03 -0.4484340       1.522822       14886.00    
  5.1956335E-03 -0.4484340       1.528101       15009.00    
  5.1958151E-03 -0.4484340       1.535312       15009.00    
  5.1959478E-03 -0.4484340       1.540590       15132.00    
  5.1961294E-03 -0.4484340       1.547801       15132.00    
  5.1962626E-03 -0.4484340       1.553080       15255.00    
  5.1964442E-03 -0.4484340       1.560290       15255.00    
  5.1965769E-03 -0.4484340       1.565569       15378.00    
  5.1967585E-03 -0.4484340       1.572780       15378.00    
  5.1968917E-03 -0.4484340       1.578058       15501.00    
  5.1970733E-03 -0.4484340       1.585269       15501.00    
  5.1972060E-03 -0.4484340       1.590547       15624.00    
  5.1973877E-03 -0.4484340       1.597758       15624.00    
  5.1975208E-03 -0.4484340       1.603036       15747.00    
  5.1977024E-03 -0.4484340       1.610247       15747.00    
  5.1978352E-03 -0.4484340       1.615525       15870.00    
  5.1980168E-03 -0.4484340       1.622735       15870.00    
  5.1981499E-03 -0.4484340       1.628014       15993.00    
  5.1983315E-03 -0.4484340       1.635224       15993.00    
  5.1984643E-03 -0.4484340       1.640502       16116.00    
  5.1986459E-03 -0.4484340       1.647713       16116.00    
  5.1987786E-03 -0.4484340       1.652991       16239.00    
  5.1989602E-03 -0.4484340       1.660201       16239.00    
  5.1990934E-03 -0.4484340       1.665480       16362.00    
  5.1992750E-03 -0.4484340       1.672690       16362.00    
  5.1994077E-03 -0.4484340       1.677968       16485.00    
  5.1995893E-03 -0.4484340       1.685178       16485.00    
  5.1997220E-03 -0.4484340       1.690457       16608.00    
  5.1999036E-03 -0.4484340       1.697667       16608.00    
  5.2000373E-03 -0.4484340       1.702945       16731.00    
  5.2002212E-03 -0.4484340       1.710155       16731.00    
  5.2003521E-03 -0.4484340       1.715433       16854.00    
  5.2005262E-03 -0.4484340       1.722643       16854.00    
  5.2006417E-03 -0.4484340       1.727921       16977.00    
  5.2007833E-03 -0.4484340       1.735131       16977.00    
  5.2009029E-03 -0.4484340       1.740409       17100.00    
  5.2010883E-03 -0.4484340       1.747619       17100.00    
  5.2012233E-03 -0.4484340       1.752897       17223.00    
  5.2014063E-03 -0.4484340       1.760107       17223.00    
  5.2015400E-03 -0.4484340       1.765385       17346.00    
  5.2017225E-03 -0.4484340       1.772595       17346.00    
  5.2018557E-03 -0.4484340       1.777873       17469.00    
  5.2020368E-03 -0.4484340       1.785083       17469.00    
  5.2021700E-03 -0.4484340       1.790361       17592.00    
  5.2023525E-03 -0.4484340       1.797570       17592.00    
  5.2024857E-03 -0.4484340       1.802848       17715.00    
  5.2026673E-03 -0.4484340       1.810058       17715.00    
  5.2028000E-03 -0.4484340       1.815336       17838.00    
  5.2029816E-03 -0.4484340       1.822545       17838.00    
  5.2031144E-03 -0.4484340       1.827823       17961.00    
  5.2032960E-03 -0.4484340       1.835033       17961.00    
  5.2034287E-03 -0.4484340       1.840311       18084.00    
  5.2036103E-03 -0.4484340       1.847520       18084.00    
  5.2037435E-03 -0.4484340       1.852798       18207.00    
  5.2039246E-03 -0.4484340       1.860007       18207.00    
  5.2040578E-03 -0.4484340       1.865285       18330.00    
  5.2042389E-03 -0.4484340       1.872494       18330.00    
  5.2043721E-03 -0.4484340       1.877772       18453.00    
  5.2045537E-03 -0.4484340       1.884982       18453.00    
  5.2046864E-03 -0.4484340       1.890259       18576.00    
  5.2048680E-03 -0.4484340       1.897469       18576.00    
  5.2050008E-03 -0.4484340       1.902746       18699.00    
  5.2051824E-03 -0.4484340       1.909956       18699.00    
  5.2053151E-03 -0.4484340       1.915233       18822.00    
  5.2054967E-03 -0.4484340       1.922442       18822.00    
  5.2056294E-03 -0.4484340       1.927720       18945.00    
  5.2058105E-03 -0.4484340       1.934929       18945.00    
  5.2059437E-03 -0.4484340       1.940207       19068.00    
  5.2061258E-03 -0.4484340       1.947416       19068.00    
  5.2062585E-03 -0.4484340       1.952693       19191.00    
  5.2064392E-03 -0.4484340       1.959902       19191.00    
  5.2065714E-03 -0.4484340       1.965180       19314.00    
  5.2067521E-03 -0.4484340       1.972389       19314.00    
  5.2068881E-03 -0.4484340       1.977666       19437.00    
  5.2070785E-03 -0.4484340       1.984876       19437.00    
  5.2071586E-03 -0.4484340       1.990153       19560.00    
  5.2071880E-03 -0.4484340       1.997362       19560.00    
 Increment           7
  5.2402145E-03 -0.4484338      4.1954946E-03   3.000000    
  5.2366853E-03 -0.4484338      1.1276256E-02   3.000000    
  5.2354704E-03 -0.4484338      1.6509216E-02   126.0000    
  5.2356808E-03 -0.4484338      2.3725167E-02   126.0000    
  5.2358359E-03 -0.4484338      2.9007908E-02   249.0000    
  5.2360501E-03 -0.4484338      3.6224674E-02   249.0000    
  5.2362084E-03 -0.4484338      4.1507676E-02   372.0000    
  5.2364264E-03 -0.4484338      4.8724335E-02   372.0000    
  5.2365852E-03 -0.4484338      5.4007277E-02   495.0000    
  5.2368017E-03 -0.4484338      6.1223872E-02   495.0000    
  5.2369600E-03 -0.4484338      6.6506766E-02   618.0000    
  5.2371770E-03 -0.4484338      7.3723301E-02   618.0000    
  5.2373353E-03 -0.4484338      7.9006150E-02   741.0000    
  5.2375519E-03 -0.4484338      8.6222619E-02   741.0000    
  5.2377107E-03 -0.4484338      9.1505423E-02   864.0000    
  5.2379272E-03 -0.4484338      9.8721832E-02   864.0000    
  5.2380855E-03 -0.4484338      0.1040046       987.0000    
  5.2383025E-03 -0.4484338      0.1112209       987.0000    
  5.2384608E-03 -0.4484338      0.1165036       1110.000    
  5.2386774E-03 -0.4484338      0.1237199       1110.000    
  5.2388362E-03 -0.4484338      0.1290026       1233.000    
  5.2390527E-03 -0.4484338      0.1362188       1233.000    
  5.2392110E-03 -0.4484338      0.1415014       1356.000    
  5.2394276E-03 -0.4484338      0.1487176       1356.000    
  5.2395863E-03 -0.4484338      0.1540002       1479.000    
  5.2398029E-03 -0.4484338      0.1612163       1479.000    
  5.2399612E-03 -0.4484338      0.1664988       1602.000    
  5.2401777E-03 -0.4484338      0.1737148       1602.000    
  5.2403365E-03 -0.4484338      0.1789973       1725.000    
  5.2405531E-03 -0.4484338      0.1862133       1725.000    
  5.2407114E-03 -0.4484338      0.1914957       1848.000    
  5.2409279E-03 -0.4484338      0.1987116       1848.000    
  5.2410862E-03 -0.4484338      0.2039940       1971.000    
  5.2413028E-03 -0.4484338      0.2112099       1971.000    
  5.2414616E-03 -0.4484338      0.2164922       2094.000    
  5.2416781E-03 -0.4484338      0.2237080       2094.000    
  5.2418364E-03 -0.4484338      0.2289903       2217.000    
  5.2420530E-03 -0.4484338      0.2362060       2217.000    
  5.2422113E-03 -0.4484338      0.2414883       2340.000    
  5.2424278E-03 -0.4484338      0.2487040       2340.000    
  5.2425866E-03 -0.4484338      0.2539862       2463.000    
  5.2428027E-03 -0.4484338      0.2612018       2463.000    
  5.2429615E-03 -0.4484338      0.2664839       2586.000    
  5.2431780E-03 -0.4484338      0.2736995       2586.000    
  5.2433363E-03 -0.4484338      0.2789816       2709.000    
  5.2435528E-03 -0.4484338      0.2861971       2709.000    
  5.2437112E-03 -0.4484338      0.2914791       2832.000    
  5.2439277E-03 -0.4484338      0.2986946       2832.000    
  5.2440860E-03 -0.4484338      0.3039766       2955.000    
  5.2443026E-03 -0.4484338      0.3111919       2955.000    
  5.2444609E-03 -0.4484338      0.3164739       3078.000    
  5.2446774E-03 -0.4484338      0.3236892       3078.000    
  5.2448357E-03 -0.4484338      0.3289711       3201.000    
  5.2450523E-03 -0.4484338      0.3361864       3201.000    
  5.2452106E-03 -0.4484338      0.3414683       3324.000    
  5.2454271E-03 -0.4484338      0.3486834       3324.000    
  5.2455855E-03 -0.4484338      0.3539653       3447.000    
  5.2458020E-03 -0.4484338      0.3611804       3447.000    
  5.2459603E-03 -0.4484338      0.3664622       3570.000    
  5.2461769E-03 -0.4484338      0.3736772       3570.000    
  5.2463352E-03 -0.4484338      0.3789590       3693.000    
  5.2465517E-03 -0.4484338      0.3861739       3693.000    
  5.2467100E-03 -0.4484339      0.3914557       3816.000    
  5.2469261E-03 -0.4484339      0.3986706       3816.000    
  5.2470849E-03 -0.4484339      0.4039522       3939.000    
  5.2473010E-03 -0.4484339      0.4111671       3939.000    
  5.2474593E-03 -0.4484339      0.4164487       4062.000    
  5.2476758E-03 -0.4484339      0.4236635       4062.000    
  5.2478341E-03 -0.4484339      0.4289451       4185.000    
  5.2480507E-03 -0.4484339      0.4361598       4185.000    
  5.2482090E-03 -0.4484339      0.4414413       4308.000    
  5.2484251E-03 -0.4484339      0.4486560       4308.000    
  5.2485834E-03 -0.4484339      0.4539375       4431.000    
  5.2487999E-03 -0.4484339      0.4611521       4431.000    
  5.2489582E-03 -0.4484339      0.4664335       4554.000    
  5.2491748E-03 -0.4484339      0.4736481       4554.000    
  5.2493331E-03 -0.4484339      0.4789295       4677.000    
  5.2495492E-03 -0.4484339      0.4861439       4677.000    
  5.2497075E-03 -0.4484339      0.4914253       4800.000    
  5.2499240E-03 -0.4484339      0.4986397       4800.000    
  5.2500824E-03 -0.4484339      0.5039210       4923.000    
  5.2502984E-03 -0.4484339      0.5111354       4923.000    
  5.2504567E-03 -0.4484339      0.5164166       5046.000    
  5.2506733E-03 -0.4484339      0.5236309       5046.000    
  5.2508316E-03 -0.4484339      0.5289121       5169.000    
  5.2510477E-03 -0.4484339      0.5361264       5169.000    
  5.2512060E-03 -0.4484339      0.5414076       5292.000    
  5.2514225E-03 -0.4484339      0.5486217       5292.000    
  5.2515808E-03 -0.4484339      0.5539029       5415.000    
  5.2517969E-03 -0.4484339      0.5611169       5415.000    
  5.2519552E-03 -0.4484339      0.5663980       5538.000    
  5.2521713E-03 -0.4484339      0.5736121       5538.000    
  5.2523296E-03 -0.4484339      0.5788931       5661.000    
  5.2525462E-03 -0.4484339      0.5861071       5661.000    
  5.2527045E-03 -0.4484339      0.5913880       5784.000    
  5.2529206E-03 -0.4484339      0.5986020       5784.000    
  5.2530789E-03 -0.4484339      0.6038830       5907.000    
  5.2532949E-03 -0.4484339      0.6110968       5907.000    
  5.2534533E-03 -0.4484339      0.6163777       6030.000    
  5.2536693E-03 -0.4484339      0.6235915       6030.000    
  5.2538277E-03 -0.4484339      0.6288723       6153.000    
  5.2540437E-03 -0.4484339      0.6360861       6153.000    
  5.2542021E-03 -0.4484339      0.6413669       6276.000    
  5.2544186E-03 -0.4484339      0.6485806       6276.000    
  5.2545764E-03 -0.4484339      0.6538613       6399.000    
  5.2547930E-03 -0.4484339      0.6610750       6399.000    
  5.2549513E-03 -0.4484339      0.6663557       6522.000    
  5.2551674E-03 -0.4484339      0.6735693       6522.000    
  5.2553257E-03 -0.4484339      0.6788499       6645.000    
  5.2555418E-03 -0.4484339      0.6860634       6645.000    
  5.2557001E-03 -0.4484339      0.6913440       6768.000    
  5.2559162E-03 -0.4484339      0.6985574       6768.000    
  5.2560745E-03 -0.4484339      0.7038380       6891.000    
  5.2562905E-03 -0.4484339      0.7110514       6891.000    
  5.2564484E-03 -0.4484339      0.7163319       7014.000    
  5.2566649E-03 -0.4484339      0.7235453       7014.000    
  5.2568228E-03 -0.4484339      0.7288257       7137.000    
  5.2570389E-03 -0.4484339      0.7360390       7137.000    
  5.2571972E-03 -0.4484339      0.7413194       7260.000    
  5.2574133E-03 -0.4484339      0.7485326       7260.000    
  5.2575716E-03 -0.4484339      0.7538130       7383.000    
  5.2577876E-03 -0.4484339      0.7610261       7383.000    
  5.2579460E-03 -0.4484339      0.7663065       7506.000    
  5.2581620E-03 -0.4484339      0.7735195       7506.000    
  5.2583204E-03 -0.4484339      0.7787998       7629.000    
  5.2585364E-03 -0.4484339      0.7860129       7629.000    
  5.2586943E-03 -0.4484339      0.7912931       7752.000    
  5.2589104E-03 -0.4484339      0.7985061       7752.000    
  5.2590687E-03 -0.4484339      0.8037863       7875.000    
  5.2592847E-03 -0.4484339      0.8109992       7875.000    
  5.2594431E-03 -0.4484339      0.8162793       7998.000    
  5.2596591E-03 -0.4484339      0.8234921       7998.000    
  5.2598170E-03 -0.4484339      0.8287722       8121.000    
  5.2600331E-03 -0.4484339      0.8359850       8121.000    
  5.2601914E-03 -0.4484339      0.8412651       8244.000    
  5.2604075E-03 -0.4484339      0.8484778       8244.000    
  5.2605653E-03 -0.4484339      0.8537579       8367.000    
  5.2607814E-03 -0.4484339      0.8609705       8367.000    
  5.2609397E-03 -0.4484339      0.8662505       8490.000    
  5.2611558E-03 -0.4484339      0.8734630       8490.000    
  5.2613136E-03 -0.4484339      0.8787430       8613.000    
  5.2615297E-03 -0.4484339      0.8859555       8613.000    
  5.2616880E-03 -0.4484339      0.8912354       8736.000    
