 Increment           1
  5.0129401E-03 -0.4484340      0.6601081       6399.000    
  5.0129765E-03 -0.4484340      0.6653907       6522.000    
  5.0130258E-03 -0.4484340      0.6726069       6522.000    
  5.0130617E-03 -0.4484340      0.6778895       6645.000    
  5.0131110E-03 -0.4484340      0.6851057       6645.000    
  5.0131469E-03 -0.4484340      0.6903883       6768.000    
  5.0131963E-03 -0.4484340      0.6976045       6768.000    
  5.0132321E-03 -0.4484340      0.7028871       6891.000    
  5.0132815E-03 -0.4484340      0.7101033       6891.000    
  5.0133173E-03 -0.4484340      0.7153859       7014.000    
  5.0133667E-03 -0.4484340      0.7226020       7014.000    
  5.0134026E-03 -0.4484340      0.7278847       7137.000    
  5.0134519E-03 -0.4484340      0.7351007       7137.000    
  5.0134878E-03 -0.4484340      0.7403833       7260.000    
  5.0135371E-03 -0.4484340      0.7475994       7260.000    
  5.0135730E-03 -0.4484340      0.7528820       7383.000    
  5.0136223E-03 -0.4484340      0.7600981       7383.000    
  5.0136587E-03 -0.4484340      0.7653807       7506.000    
  5.0137076E-03 -0.4484340      0.7725968       7506.000    
  5.0137439E-03 -0.4484340      0.7778793       7629.000    
  5.0137928E-03 -0.4484340      0.7850955       7629.000    
  5.0138291E-03 -0.4484340      0.7903780       7752.000    
  5.0138785E-03 -0.4484340      0.7975941       7752.000    
  5.0139143E-03 -0.4484340      0.8028766       7875.000    
  5.0139637E-03 -0.4484340      0.8100926       7875.000    
  5.0139995E-03 -0.4484340      0.8153751       7998.000    
  5.0140489E-03 -0.4484340      0.8225912       7998.000    
  5.0140847E-03 -0.4484340      0.8278737       8121.000    
  5.0141341E-03 -0.4484340      0.8350897       8121.000    
  5.0141704E-03 -0.4484340      0.8403723       8244.000    
  5.0142193E-03 -0.4484340      0.8475883       8244.000    
  5.0142556E-03 -0.4484340      0.8528708       8367.000    
  5.0143050E-03 -0.4484340      0.8600868       8367.000    
  5.0143409E-03 -0.4484340      0.8653693       8490.000    
  5.0143902E-03 -0.4484340      0.8725853       8490.000    
  5.0144261E-03 -0.4484340      0.8778678       8613.000    
  5.0144754E-03 -0.4484340      0.8850837       8613.000    
  5.0145113E-03 -0.4484340      0.8903662       8736.000    
  5.0145607E-03 -0.4484340      0.8975822       8736.000    
  5.0145970E-03 -0.4484340      0.9028646       8859.000    
  5.0146459E-03 -0.4484340      0.9100806       8859.000    
  5.0146822E-03 -0.4484340      0.9153631       8982.000    
  5.0147315E-03 -0.4484340      0.9225790       8982.000    
  5.0147674E-03 -0.4484340      0.9278615       9105.000    
  5.0148168E-03 -0.4484340      0.9350774       9105.000    
  5.0148526E-03 -0.4484340      0.9403598       9228.000    
  5.0149020E-03 -0.4484340      0.9475757       9228.000    
  5.0149383E-03 -0.4484340      0.9528581       9351.000    
  5.0149872E-03 -0.4484340      0.9600740       9351.000    
  5.0150235E-03 -0.4484340      0.9653564       9474.000    
  5.0150729E-03 -0.4484340      0.9725724       9474.000    
  5.0151087E-03 -0.4484340      0.9778548       9597.000    
  5.0151581E-03 -0.4484340      0.9850706       9597.000    
  5.0151940E-03 -0.4484340      0.9903530       9720.000    
  5.0152433E-03 -0.4484340      0.9975689       9720.000    
  5.0152796E-03 -0.4484340       1.002851       9843.000    
  5.0153285E-03 -0.4484340       1.010067       9843.000    
  5.0153648E-03 -0.4484340       1.015350       9966.000    
  5.0154142E-03 -0.4484340       1.022565       9966.000    
  5.0154501E-03 -0.4484340       1.027848       10089.00    
  5.0154994E-03 -0.4484340       1.035064       10089.00    
  5.0155357E-03 -0.4484340       1.040346       10212.00    
  5.0155846E-03 -0.4484340       1.047562       10212.00    
  5.0156210E-03 -0.4484340       1.052844       10335.00    
  5.0156703E-03 -0.4484340       1.060060       10335.00    
  5.0157062E-03 -0.4484340       1.065342       10458.00    
  5.0157555E-03 -0.4484340       1.072558       10458.00    
  5.0157919E-03 -0.4484340       1.077840       10581.00    
  5.0158408E-03 -0.4484340       1.085056       10581.00    
  5.0158771E-03 -0.4484340       1.090338       10704.00    
  5.0159264E-03 -0.4484340       1.097554       10704.00    
  5.0159623E-03 -0.4484340       1.102836       10827.00    
  5.0160117E-03 -0.4484340       1.110052       10827.00    
  5.0160480E-03 -0.4484340       1.115335       10950.00    
  5.0160973E-03 -0.4484340       1.122550       10950.00    
  5.0161332E-03 -0.4484340       1.127833       11073.00    
  5.0161825E-03 -0.4484340       1.135048       11073.00    
  5.0162184E-03 -0.4484340       1.140331       11196.00    
  5.0162678E-03 -0.4484340       1.147546       11196.00    
  5.0163041E-03 -0.4484340       1.152829       11319.00    
  5.0163534E-03 -0.4484340       1.160044       11319.00    
  5.0163893E-03 -0.4484340       1.165327       11442.00    
  5.0164387E-03 -0.4484340       1.172542       11442.00    
  5.0164750E-03 -0.4484340       1.177824       11565.00    
  5.0165243E-03 -0.4484340       1.185040       11565.00    
  5.0165602E-03 -0.4484340       1.190323       11688.00    
  5.0166096E-03 -0.4484340       1.197538       11688.00    
  5.0166454E-03 -0.4484340       1.202820       11811.00    
  5.0166948E-03 -0.4484340       1.210036       11811.00    
  5.0167311E-03 -0.4484340       1.215318       11934.00    
  5.0167805E-03 -0.4484340       1.222534       11934.00    
  5.0168163E-03 -0.4484340       1.227816       12057.00    
  5.0168657E-03 -0.4484340       1.235032       12057.00    
  5.0169020E-03 -0.4484340       1.240314       12180.00    
  5.0169514E-03 -0.4484340       1.247530       12180.00    
  5.0169872E-03 -0.4484340       1.252812       12303.00    
  5.0170366E-03 -0.4484340       1.260027       12303.00    
  5.0170729E-03 -0.4484340       1.265310       12426.00    
  5.0171223E-03 -0.4484340       1.272525       12426.00    
  5.0171581E-03 -0.4484340       1.277807       12549.00    
  5.0172075E-03 -0.4484340       1.285023       12549.00    
  5.0172438E-03 -0.4484340       1.290305       12672.00    
  5.0172932E-03 -0.4484340       1.297521       12672.00    
  5.0173290E-03 -0.4484340       1.302803       12795.00    
  5.0173784E-03 -0.4484340       1.310018       12795.00    
  5.0174147E-03 -0.4484340       1.315301       12918.00    
  5.0174640E-03 -0.4484340       1.322516       12918.00    
  5.0174999E-03 -0.4484340       1.327798       13041.00    
  5.0175493E-03 -0.4484340       1.335014       13041.00    
  5.0175856E-03 -0.4484340       1.340296       13164.00    
  5.0176349E-03 -0.4484340       1.347511       13164.00    
  5.0176708E-03 -0.4484340       1.352794       13287.00    
  5.0177202E-03 -0.4484340       1.360009       13287.00    
  5.0177565E-03 -0.4484340       1.365291       13410.00    
  5.0178058E-03 -0.4484340       1.372507       13410.00    
  5.0178417E-03 -0.4484340       1.377789       13533.00    
  5.0178911E-03 -0.4484340       1.385004       13533.00    
  5.0179274E-03 -0.4484340       1.390286       13656.00    
  5.0179767E-03 -0.4484340       1.397502       13656.00    
  5.0180126E-03 -0.4484340       1.402784       13779.00    
  5.0180620E-03 -0.4484340       1.409999       13779.00    
  5.0180983E-03 -0.4484340       1.415281       13902.00    
  5.0181476E-03 -0.4484340       1.422497       13902.00    
  5.0181840E-03 -0.4484340       1.427779       14025.00    
  5.0182333E-03 -0.4484340       1.434994       14025.00    
  5.0182692E-03 -0.4484340       1.440276       14148.00    
  5.0183185E-03 -0.4484340       1.447492       14148.00    
  5.0183549E-03 -0.4484340       1.452774       14271.00    
  5.0184042E-03 -0.4484340       1.459989       14271.00    
  5.0184401E-03 -0.4484340       1.465271       14394.00    
  5.0184894E-03 -0.4484340       1.472487       14394.00    
  5.0185258E-03 -0.4484340       1.477769       14517.00    
  5.0185751E-03 -0.4484340       1.484984       14517.00    
  5.0186114E-03 -0.4484340       1.490266       14640.00    
  5.0186608E-03 -0.4484340       1.497481       14640.00    
  5.0186967E-03 -0.4484340       1.502764       14763.00    
  5.0187460E-03 -0.4484340       1.509979       14763.00    
  5.0187823E-03 -0.4484340       1.515261       14886.00    
  5.0188317E-03 -0.4484340       1.522476       14886.00    
  5.0188680E-03 -0.4484340       1.527758       15009.00    
  5.0189174E-03 -0.4484340       1.534974       15009.00    
  5.0189532E-03 -0.4484340       1.540256       15132.00    
  5.0190026E-03 -0.4484340       1.547471       15132.00    
  5.0190389E-03 -0.4484340       1.552753       15255.00    
  5.0190883E-03 -0.4484340       1.559968       15255.00    
  5.0191246E-03 -0.4484340       1.565250       15378.00    
  5.0191740E-03 -0.4484340       1.572465       15378.00    
  5.0192098E-03 -0.4484340       1.577747       15501.00    
  5.0192592E-03 -0.4484340       1.584963       15501.00    
  5.0192955E-03 -0.4484340       1.590245       15624.00    
  5.0193449E-03 -0.4484340       1.597460       15624.00    
  5.0193812E-03 -0.4484340       1.602742       15747.00    
  5.0194305E-03 -0.4484340       1.609957       15747.00    
  5.0194664E-03 -0.4484340       1.615239       15870.00    
  5.0195158E-03 -0.4484340       1.622454       15870.00    
  5.0195521E-03 -0.4484340       1.627736       15993.00    
  5.0196014E-03 -0.4484340       1.634951       15993.00    
  5.0196378E-03 -0.4484340       1.640233       16116.00    
  5.0196871E-03 -0.4484340       1.647448       16116.00    
  5.0197230E-03 -0.4484340       1.652730       16239.00    
  5.0197728E-03 -0.4484340       1.659946       16239.00    
  5.0198087E-03 -0.4484340       1.665228       16362.00    
  5.0198580E-03 -0.4484340       1.672443       16362.00    
  5.0198943E-03 -0.4484340       1.677724       16485.00    
  5.0199437E-03 -0.4484340       1.684940       16485.00    
  5.0199800E-03 -0.4484340       1.690222       16608.00    
  5.0200294E-03 -0.4484340       1.697437       16608.00    
  5.0200657E-03 -0.4484340       1.702719       16731.00    
  5.0201151E-03 -0.4484340       1.709934       16731.00    
  5.0201509E-03 -0.4484340       1.715216       16854.00    
  5.0202003E-03 -0.4484340       1.722431       16854.00    
  5.0202366E-03 -0.4484340       1.727713       16977.00    
  5.0202860E-03 -0.4484340       1.734928       16977.00    
  5.0203223E-03 -0.4484340       1.740210       17100.00    
  5.0203716E-03 -0.4484340       1.747425       17100.00    
  5.0204080E-03 -0.4484340       1.752707       17223.00    
  5.0204573E-03 -0.4484340       1.759922       17223.00    
  5.0204932E-03 -0.4484340       1.765203       17346.00    
  5.0205425E-03 -0.4484340       1.772418       17346.00    
  5.0205793E-03 -0.4484340       1.777700       17469.00    
  5.0206291E-03 -0.4484340       1.784915       17469.00    
  5.0206650E-03 -0.4484340       1.790197       17592.00    
  5.0207125E-03 -0.4484340       1.797412       17592.00    
  5.0207442E-03 -0.4484340       1.802694       17715.00    
  5.0207833E-03 -0.4484340       1.809909       17715.00    
  5.0208159E-03 -0.4484340       1.815191       17838.00    
  5.0208662E-03 -0.4484340       1.822406       17838.00    
  5.0209030E-03 -0.4484340       1.827688       17961.00    
  5.0209528E-03 -0.4484340       1.834903       17961.00    
  5.0209891E-03 -0.4484340       1.840184       18084.00    
  5.0210385E-03 -0.4484340       1.847400       18084.00    
  5.0210748E-03 -0.4484340       1.852681       18207.00    
  5.0211241E-03 -0.4484340       1.859896       18207.00    
  5.0211600E-03 -0.4484340       1.865178       18330.00    
  5.0212098E-03 -0.4484340       1.872393       18330.00    
  5.0212457E-03 -0.4484340       1.877675       18453.00    
  5.0212950E-03 -0.4484340       1.884890       18453.00    
  5.0213314E-03 -0.4484340       1.890172       18576.00    
  5.0213807E-03 -0.4484340       1.897386       18576.00    
  5.0214170E-03 -0.4484340       1.902668       18699.00    
  5.0214664E-03 -0.4484340       1.909883       18699.00    
  5.0215027E-03 -0.4484340       1.915165       18822.00    
  5.0215521E-03 -0.4484340       1.922380       18822.00    
  5.0215884E-03 -0.4484340       1.927661       18945.00    
  5.0216378E-03 -0.4484340       1.934876       18945.00    
  5.0216741E-03 -0.4484340       1.940158       19068.00    
  5.0217235E-03 -0.4484340       1.947373       19068.00    
  5.0217598E-03 -0.4484340       1.952655       19191.00    
  5.0218091E-03 -0.4484340       1.959870       19191.00    
  5.0218450E-03 -0.4484340       1.965151       19314.00    
  5.0218939E-03 -0.4484340       1.972366       19314.00    
  5.0219316E-03 -0.4484340       1.977648       19437.00    
  5.0219852E-03 -0.4484340       1.984863       19437.00    
  5.0220168E-03 -0.4484340       1.990144       19560.00    
  5.0220494E-03 -0.4484341       1.997359       19560.00    
 Increment           4
  5.0425488E-03 -0.4484340      3.2424720E-03   3.000000    
  5.0426023E-03 -0.4484340      1.0429633E-02   3.000000    
  5.0426559E-03 -0.4484339      1.5701916E-02   126.0000    
  5.0427495E-03 -0.4484339      2.2918902E-02   126.0000    
  5.0428188E-03 -0.4484339      2.8202044E-02   249.0000    
  5.0429152E-03 -0.4484339      3.5418868E-02   249.0000    
  5.0429860E-03 -0.4484339      4.0701933E-02   372.0000    
  5.0430838E-03 -0.4484339      4.7918722E-02   372.0000    
  5.0431550E-03 -0.4484339      5.3201772E-02   495.0000    
  5.0432519E-03 -0.4484339      6.0418535E-02   495.0000    
  5.0433232E-03 -0.4484339      6.5701567E-02   618.0000    
  5.0434200E-03 -0.4484339      7.2918303E-02   618.0000    
  5.0434913E-03 -0.4484339      7.8201316E-02   741.0000    
  5.0435881E-03 -0.4484339      8.5418023E-02   741.0000    
  5.0436594E-03 -0.4484339      9.0701014E-02   864.0000    
  5.0437562E-03 -0.4484339      9.7917706E-02   864.0000    
  5.0438275E-03 -0.4484339      0.1032007       987.0000    
  5.0439248E-03 -0.4484339      0.1104173       987.0000    
  5.0439956E-03 -0.4484339      0.1157003       1110.000    
  5.0440929E-03 -0.4484339      0.1229169       1110.000    
  5.0441637E-03 -0.4484339      0.1281999       1233.000    
  5.0442610E-03 -0.4484339      0.1354165       1233.000    
  5.0443322E-03 -0.4484339      0.1406994       1356.000    
  5.0444291E-03 -0.4484339      0.1479160       1356.000    
  5.0445003E-03 -0.4484339      0.1531989       1479.000    
  5.0445972E-03 -0.4484339      0.1604154       1479.000    
  5.0446684E-03 -0.4484339      0.1656983       1602.000    
  5.0447653E-03 -0.4484339      0.1729149       1602.000    
  5.0448366E-03 -0.4484339      0.1781977       1725.000    
  5.0449339E-03 -0.4484340      0.1854142       1725.000    
  5.0450047E-03 -0.4484340      0.1906971       1848.000    
  5.0451020E-03 -0.4484340      0.1979136       1848.000    
  5.0451732E-03 -0.4484340      0.2031964       1971.000    
  5.0452701E-03 -0.4484340      0.2104128       1971.000    
  5.0453413E-03 -0.4484340      0.2156956       2094.000    
  5.0454382E-03 -0.4484340      0.2229121       2094.000    
  5.0455094E-03 -0.4484340      0.2281949       2217.000    
  5.0456068E-03 -0.4484340      0.2354113       2217.000    
  5.0456775E-03 -0.4484340      0.2406940       2340.000    
  5.0457749E-03 -0.4484340      0.2479104       2340.000    
  5.0458461E-03 -0.4484340      0.2531932       2463.000    
  5.0459430E-03 -0.4484340      0.2604095       2463.000    
  5.0460142E-03 -0.4484340      0.2656923       2586.000    
  5.0461111E-03 -0.4484340      0.2729086       2586.000    
  5.0461823E-03 -0.4484340      0.2781913       2709.000    
  5.0462796E-03 -0.4484340      0.2854076       2709.000    
  5.0463504E-03 -0.4484340      0.2906903       2832.000    
  5.0464477E-03 -0.4484340      0.2979066       2832.000    
  5.0465190E-03 -0.4484340      0.3031893       2955.000    
  5.0466158E-03 -0.4484340      0.3104056       2955.000    
  5.0466871E-03 -0.4484340      0.3156882       3078.000    
  5.0467839E-03 -0.4484340      0.3229044       3078.000    
  5.0468552E-03 -0.4484340      0.3281870       3201.000    
  5.0469525E-03 -0.4484340      0.3354033       3201.000    
  5.0470238E-03 -0.4484340      0.3406859       3324.000    
  5.0471206E-03 -0.4484340      0.3479021       3324.000    
  5.0471919E-03 -0.4484340      0.3531847       3447.000    
  5.0472887E-03 -0.4484340      0.3604008       3447.000    
  5.0473600E-03 -0.4484340      0.3656834       3570.000    
  5.0474573E-03 -0.4484340      0.3728996       3570.000    
  5.0475281E-03 -0.4484340      0.3781821       3693.000    
  5.0476254E-03 -0.4484340      0.3853982       3693.000    
  5.0476966E-03 -0.4484340      0.3906808       3816.000    
  5.0477935E-03 -0.4484340      0.3978969       3816.000    
  5.0478647E-03 -0.4484340      0.4031794       3939.000    
  5.0479621E-03 -0.4484340      0.4103954       3939.000    
  5.0480333E-03 -0.4484340      0.4156779       4062.000    
  5.0481302E-03 -0.4484340      0.4228940       4062.000    
  5.0482014E-03 -0.4484340      0.4281765       4185.000    
  5.0482987E-03 -0.4484340      0.4353925       4185.000    
  5.0483695E-03 -0.4484340      0.4406749       4308.000    
  5.0484668E-03 -0.4484340      0.4478909       4308.000    
  5.0485381E-03 -0.4484340      0.4531733       4431.000    
  5.0486350E-03 -0.4484340      0.4603893       4431.000    
  5.0487062E-03 -0.4484340      0.4656717       4554.000    
  5.0488035E-03 -0.4484340      0.4728877       4554.000    
  5.0488743E-03 -0.4484340      0.4781701       4677.000    
  5.0489716E-03 -0.4484340      0.4853860       4677.000    
  5.0490429E-03 -0.4484340      0.4906684       4800.000    
  5.0491397E-03 -0.4484340      0.4978843       4800.000    
  5.0492110E-03 -0.4484340      0.5031667       4923.000    
  5.0493083E-03 -0.4484340      0.5103825       4923.000    
  5.0493795E-03 -0.4484340      0.5156649       5046.000    
  5.0494764E-03 -0.4484340      0.5228807       5046.000    
  5.0495476E-03 -0.4484340      0.5281630       5169.000    
  5.0496450E-03 -0.4484340      0.5353789       5169.000    
  5.0497162E-03 -0.4484340      0.5406612       5292.000    
  5.0498131E-03 -0.4484340      0.5478770       5292.000    
  5.0498843E-03 -0.4484340      0.5531592       5415.000    
  5.0499816E-03 -0.4484340      0.5603750       5415.000    
  5.0500524E-03 -0.4484340      0.5656573       5538.000    
  5.0501497E-03 -0.4484340      0.5728730       5538.000    
  5.0502210E-03 -0.4484340      0.5781553       5661.000    
  5.0503183E-03 -0.4484340      0.5853710       5661.000    
  5.0503891E-03 -0.4484340      0.5906532       5784.000    
  5.0504864E-03 -0.4484340      0.5978689       5784.000    
  5.0505577E-03 -0.4484340      0.6031511       5907.000    
  5.0506545E-03 -0.4484340      0.6103668       5907.000    
  5.0507258E-03 -0.4484340      0.6156490       6030.000    
  5.0508231E-03 -0.4484340      0.6228646       6030.000    
  5.0508943E-03 -0.4484340      0.6281468       6153.000    
  5.0509912E-03 -0.4484340      0.6353624       6153.000    
  5.0510624E-03 -0.4484340      0.6406446       6276.000    
  5.0511598E-03 -0.4484340      0.6478601       6276.000    
  5.0512310E-03 -0.4484340      0.6531423       6399.000    
  5.0513279E-03 -0.4484340      0.6603579       6399.000    
  5.0513991E-03 -0.4484340      0.6656400       6522.000    
  5.0514964E-03 -0.4484340      0.6728556       6522.000    
  5.0515677E-03 -0.4484340      0.6781377       6645.000    
  5.0516650E-03 -0.4484340      0.6853532       6645.000    
  5.0517358E-03 -0.4484340      0.6906353       6768.000    
  5.0518331E-03 -0.4484340      0.6978507       6768.000    
  5.0519044E-03 -0.4484340      0.7031327       6891.000    
  5.0520017E-03 -0.4484340      0.7103482       6891.000    
  5.0520725E-03 -0.4484340      0.7156303       7014.000    
  5.0521698E-03 -0.4484340      0.7228457       7014.000    
  5.0522410E-03 -0.4484340      0.7281278       7137.000    
  5.0523384E-03 -0.4484340      0.7353432       7137.000    
  5.0524096E-03 -0.4484340      0.7406252       7260.000    
  5.0525065E-03 -0.4484340      0.7478406       7260.000    
  5.0525777E-03 -0.4484340      0.7531226       7383.000    
  5.0526750E-03 -0.4484340      0.7603379       7383.000    
  5.0527463E-03 -0.4484340      0.7656199       7506.000    
  5.0528431E-03 -0.4484340      0.7728352       7506.000    
  5.0529144E-03 -0.4484340      0.7781172       7629.000    
  5.0530117E-03 -0.4484340      0.7853325       7629.000    
  5.0530829E-03 -0.4484340      0.7906145       7752.000    
  5.0531803E-03 -0.4484340      0.7978297       7752.000    
  5.0532511E-03 -0.4484340      0.8031117       7875.000    
  5.0533484E-03 -0.4484340      0.8103269       7875.000    
  5.0534196E-03 -0.4484340      0.8156088       7998.000    
  5.0535169E-03 -0.4484340      0.8228240       7998.000    
  5.0535882E-03 -0.4484340      0.8281059       8121.000    
  5.0536850E-03 -0.4484340      0.8353211       8121.000    
  5.0537563E-03 -0.4484340      0.8406030       8244.000    
  5.0538536E-03 -0.4484340      0.8478182       8244.000    
  5.0539249E-03 -0.4484340      0.8531001       8367.000    
  5.0540222E-03 -0.4484340      0.8603152       8367.000    
  5.0540934E-03 -0.4484340      0.8655970       8490.000    
  5.0541903E-03 -0.4484340      0.8728122       8490.000    
  5.0542615E-03 -0.4484340      0.8780940       8613.000    
  5.0543589E-03 -0.4484340      0.8853090       8613.000    
  5.0544301E-03 -0.4484340      0.8905908       8736.000    
  5.0545274E-03 -0.4484340      0.8978059       8736.000    
  5.0545987E-03 -0.4484340      0.9030877       8859.000    
  5.0546955E-03 -0.4484340      0.9103028       8859.000    
  5.0547668E-03 -0.4484340      0.9155846       8982.000    
  5.0548641E-03 -0.4484340      0.9227996       8982.000    
  5.0549353E-03 -0.4484340      0.9280813       9105.000    
  5.0550327E-03 -0.4484340      0.9352963       9105.000    
  5.0551039E-03 -0.4484340      0.9405780       9228.000    
  5.0552008E-03 -0.4484340      0.9477930       9228.000    
  5.0552720E-03 -0.4484340      0.9530747       9351.000    
  5.0553693E-03 -0.4484340      0.9602896       9351.000    
  5.0554406E-03 -0.4484340      0.9655713       9474.000    
  5.0555379E-03 -0.4484340      0.9727862       9474.000    
  5.0556092E-03 -0.4484340      0.9780679       9597.000    
  5.0557060E-03 -0.4484340      0.9852828       9597.000    
  5.0557773E-03 -0.4484340      0.9905645       9720.000    
  5.0558746E-03 -0.4484340      0.9977794       9720.000    
  5.0559458E-03 -0.4484340       1.003061       9843.000    
  5.0560432E-03 -0.4484340       1.010276       9843.000    
  5.0561144E-03 -0.4484340       1.015558       9966.000    
  5.0562117E-03 -0.4484340       1.022772       9966.000    
  5.0562830E-03 -0.4484340       1.028054       10089.00    
  5.0563798E-03 -0.4484340       1.035269       10089.00    
  5.0564511E-03 -0.4484340       1.040550       10212.00    
  5.0565484E-03 -0.4484340       1.047765       10212.00    
  5.0566196E-03 -0.4484340       1.053047       10335.00    
  5.0567170E-03 -0.4484340       1.060261       10335.00    
  5.0567882E-03 -0.4484340       1.065543       10458.00    
  5.0568855E-03 -0.4484340       1.072758       10458.00    
  5.0569568E-03 -0.4484340       1.078039       10581.00    
  5.0570536E-03 -0.4484340       1.085254       10581.00    
  5.0571249E-03 -0.4484340       1.090535       10704.00    
  5.0572222E-03 -0.4484340       1.097750       10704.00    
  5.0572935E-03 -0.4484340       1.103032       10827.00    
  5.0573908E-03 -0.4484340       1.110246       10827.00    
  5.0574620E-03 -0.4484340       1.115528       10950.00    
  5.0575593E-03 -0.4484340       1.122742       10950.00    
  5.0576306E-03 -0.4484340       1.128024       11073.00    
  5.0577279E-03 -0.4484340       1.135238       11073.00    
  5.0577992E-03 -0.4484340       1.140520       11196.00    
  5.0578960E-03 -0.4484340       1.147734       11196.00    
  5.0579673E-03 -0.4484340       1.153016       11319.00    
  5.0580646E-03 -0.4484340       1.160230       11319.00    
  5.0581358E-03 -0.4484340       1.165512       11442.00    
  5.0582332E-03 -0.4484340       1.172726       11442.00    
  5.0583044E-03 -0.4484340       1.178007       11565.00    
  5.0584017E-03 -0.4484340       1.185222       11565.00    
  5.0584730E-03 -0.4484340       1.190503       11688.00    
  5.0585703E-03 -0.4484340       1.197718       11688.00    
  5.0586415E-03 -0.4484340       1.202999       11811.00    
  5.0587389E-03 -0.4484340       1.210214       11811.00    
  5.0588101E-03 -0.4484340       1.215495       11934.00    
  5.0589074E-03 -0.4484340       1.222709       11934.00    
  5.0589782E-03 -0.4484340       1.227991       12057.00    
  5.0590755E-03 -0.4484340       1.235205       12057.00    
  5.0591468E-03 -0.4484340       1.240486       12180.00    
  5.0592441E-03 -0.4484340       1.247701       12180.00    
  5.0593154E-03 -0.4484340       1.252982       12303.00    
  5.0594127E-03 -0.4484340       1.260196       12303.00    
  5.0594839E-03 -0.4484340       1.265478       12426.00    
  5.0595812E-03 -0.4484340       1.272692       12426.00    
  5.0596525E-03 -0.4484340       1.277973       12549.00    
  5.0597498E-03 -0.4484340       1.285187       12549.00    
  5.0598211E-03 -0.4484340       1.290469       12672.00    
  5.0599184E-03 -0.4484340       1.297683       12672.00    
  5.0599896E-03 -0.4484340       1.302964       12795.00    
  5.0600870E-03 -0.4484340       1.310178       12795.00    
  5.0601582E-03 -0.4484340       1.315459       12918.00    
  5.0602555E-03 -0.4484340       1.322674       12918.00    
  5.0603268E-03 -0.4484340       1.327955       13041.00    
  5.0604241E-03 -0.4484340       1.335169       13041.00    
  5.0604953E-03 -0.4484340       1.340450       13164.00    
  5.0605927E-03 -0.4484340       1.347664       13164.00    
  5.0606639E-03 -0.4484340       1.352945       13287.00    
  5.0607612E-03 -0.4484340       1.360160       13287.00    
  5.0608325E-03 -0.4484340       1.365441       13410.00    
  5.0609298E-03 -0.4484340       1.372655       13410.00    
  5.0610011E-03 -0.4484340       1.377936       13533.00    
  5.0610984E-03 -0.4484340       1.385150       13533.00    
  5.0611692E-03 -0.4484340       1.390431       13656.00    
  5.0612665E-03 -0.4484340       1.397645       13656.00    
  5.0613377E-03 -0.4484340       1.402926       13779.00    
  5.0614350E-03 -0.4484340       1.410140       13779.00    
  5.0615063E-03 -0.4484340       1.415421       13902.00    
  5.0616036E-03 -0.4484340       1.422635       13902.00    
  5.0616749E-03 -0.4484340       1.427916       14025.00    
  5.0617722E-03 -0.4484340       1.435130       14025.00    
  5.0618434E-03 -0.4484340       1.440411       14148.00    
  5.0619408E-03 -0.4484340       1.447625       14148.00    
  5.0620120E-03 -0.4484340       1.452906       14271.00    
  5.0621093E-03 -0.4484340       1.460120       14271.00    
  5.0621806E-03 -0.4484340       1.465401       14394.00    
  5.0622784E-03 -0.4484340       1.472615       14394.00    
  5.0623496E-03 -0.4484340       1.477896       14517.00    
  5.0624469E-03 -0.4484340       1.485110       14517.00    
  5.0625182E-03 -0.4484340       1.490391       14640.00    
  5.0626155E-03 -0.4484340       1.497604       14640.00    
  5.0626867E-03 -0.4484340       1.502885       14763.00    
  5.0627841E-03 -0.4484340       1.510099       14763.00    
  5.0628553E-03 -0.4484340       1.515380       14886.00    
  5.0629526E-03 -0.4484340       1.522594       14886.00    
  5.0630239E-03 -0.4484340       1.527875       15009.00    
  5.0631212E-03 -0.4484340       1.535089       15009.00    
  5.0631925E-03 -0.4484340       1.540369       15132.00    
  5.0632898E-03 -0.4484340       1.547583       15132.00    
  5.0633610E-03 -0.4484340       1.552864       15255.00    
  5.0634583E-03 -0.4484340       1.560078       15255.00    
  5.0635296E-03 -0.4484340       1.565359       15378.00    
  5.0636269E-03 -0.4484340       1.572572       15378.00    
  5.0636982E-03 -0.4484340       1.577853       15501.00    
  5.0637955E-03 -0.4484340       1.585067       15501.00    
  5.0638667E-03 -0.4484340       1.590347       15624.00    
  5.0639641E-03 -0.4484340       1.597561       15624.00    
  5.0640353E-03 -0.4484340       1.602842       15747.00    
  5.0641326E-03 -0.4484340       1.610055       15747.00    
  5.0642039E-03 -0.4484340       1.615336       15870.00    
  5.0643012E-03 -0.4484340       1.622550       15870.00    
  5.0643724E-03 -0.4484340       1.627831       15993.00    
  5.0644702E-03 -0.4484340       1.635044       15993.00    
  5.0645415E-03 -0.4484340       1.640325       16116.00    
  5.0646388E-03 -0.4484340       1.647538       16116.00    
  5.0647100E-03 -0.4484340       1.652819       16239.00    
  5.0648074E-03 -0.4484340       1.660033       16239.00    
  5.0648786E-03 -0.4484340       1.665313       16362.00    
  5.0649759E-03 -0.4484340       1.672527       16362.00    
  5.0650472E-03 -0.4484340       1.677807       16485.00    
  5.0651445E-03 -0.4484340       1.685021       16485.00    
  5.0652158E-03 -0.4484340       1.690302       16608.00    
  5.0653131E-03 -0.4484340       1.697515       16608.00    
  5.0653843E-03 -0.4484340       1.702796       16731.00    
  5.0654816E-03 -0.4484340       1.710009       16731.00    
  5.0655529E-03 -0.4484340       1.715290       16854.00    
